ID,EN Title,EN Keywords,References
dy08007,Joshua,promised land; leader,
dy08008,A golden calf is created to be worshipped.,idolatry; idol; sacrifice,DEU09; NEH09
dy08009,The people worship the idols.,Joshua; promised land; idolatry,DEU09; NEH09
dy08010,Deborah is a Hebrew prophetess and judge.,wisdom; leadership; female,JDG04; JDG05
dy08011,Deborah is a Hebrew judge.,prophetess,JDG04; JDG05
dy08012,Deborah accompanies Barak for the battle against Canaan.,war; prophetess; leadership,JDG04; JDG05
dy08013,Deborah accompanies Barak for the battle against Canaan.,war; prophetess; leadership,JDG04; JDG05
dy09000,Gideon and Samson,,
dy09001,The people worship the idols.,Gideon; Israelites; evil,JDG06
dy09002,People hide in the caves.,Gideon; Israelites; mountains; protection,JDG06
dy09003,Gideon is visited by an angel.,vision,JDG06
dy09004,At night Gideon and his men destroy the altar of Baal.,idolatry,JDG06
dy09005,Gideon has the men drink from the stream.,Gideon; spring; Harod,JDG07
dy09006,The army surprised the enemy camp.,Gideon; torches; horns; jars,JDG07
dy09007,Gideon instructs his men.,leadership,JDG06
dy09008,The idol of Baal is destroyed.,idolatry,JDG06
dy09009,Delilah,Samson,JDG16
dy09010,Samson's parents see a vision and learn about their son.,angel; messenger; Nazarite,JDG13
dy09011,Samson kills a lion with his hands.,jaw; strength,JDG14
dy09012,New ropes were used to bind Samson.,strength,JDG16
dy09013,Samson sleeps on the lap of Delilah.,deceiver; traitor,JDG16
dy09014,Blind Samson would grind the grain.,grinding; stone; milling,JDG16
dy09015,Samson pushed on the pillars of the Philistine temple.,crumble; destroyed; columns,JDG16
dy09016,Samson uses his strength to destroy the Philistine temple.,crumble; pillars,JDG16
dy10000,Samuel,,
dy10001,Hannah prayed and wept for a child.,Samuel; childless; prayer,1SA01
dy10002,Hannah prayed and wept for a child.,Samuel; childless; prayer,1SA01
dy10003,Hannah has a son named Samuel.,mother; promise; miracle,1SA01
dy10004,Young Samuel served in the temple.,servant,1SA01
dy10005,Eli the priest,Samuel,1SA02
dy10006,Samuel and Eli the priest,serve; temple,1SA02
dy10007,Eli's sons were wicked men.,Samuel; Hophni; Phinehas,1SA02; 1SA04
dy10008,men of Israel,Samuel; Hebrews; Israelites; men,
dy10009,people of Israel,Samuel; Hebrews; Israelites,1SA08
dy10010,Samuel annoints Saul to be the first king of Israel.,oil; annointed,1SA09
gt00001a,Hebrew calendar,month,LEV25
gt00002,The high priest would sprinkle the mercy seat.,incense; ark; ephod,LEV16
gt00004,a dove with an olive leaf,flood; Noah,GEN08
gt00005,the tower of Babel,language,GEN11
gt00006,God made a covenant with Abram.,goat; heifer; turtle dove; pigeon; fire pot,GEN15
gt00007,a young archer,arrows; quiver,GEN21
gt00008,a burning bush,Moses; holy,EXO03
gt00009,Moses strikes the rock for water.,rod,EXO17
gt00010,the ark of the covenant,holy; cherubim,EXO25
gt00011,a diagram of the tabernacle,holy; court; altar,EXO25
gt00012,a scapegoat,atonement,LEV16
gt00013,Samson,grinding; shackles; blind,JDG16
gt00014,gleaning,harvest; grain,RUT02
gt00015,"ox, plow, yoke",farming,1KI19
gt00016,Haman had the men bow to him.,bowing; traitor,EST03
gt00017,Ezekiel's temple,courtyard; holy; altar; gates,EZK40
gt00018,a diagram of Ezekiel's temple,courtyard; holy; altar; gates,EZK40
gt00019,Daniel's vision and prophecy,image; statue,DAN10
gt00020,Jonah watches Nineveh,vine; shelter,JON04
gt00021,The Magi bow and worship baby Jesus.,wisemen; gold; frankincense; myrrh,MAT02
gt00022,a dove descending,spirit; bird,MAT03
gt00023,birds,song,MAT06
gt00024,a man kneels in prayer,pray,MAT07
gt00025,Roman officer,helmet; breastplate; sword; shield,MAT08
gt00026,a man carries a wineskin,leather; container,MAT09
gt00027,Samaritan woman,water jug,MAT10
gt00028,an easy yoke,donkey; plow; plough,MAT11
gt00029,wheat and weeds,tares; grain; crop,MAT13
gt00030,a treasure in a field,pearl,MAT13
gt00031,a blind leader,ditch,MAT15; LUK06
gt00032,transfiguration,Moses; Elijah; Peter; John; James,MAT17
gt00033,the lost sheep,shepherd; clift,MAT18
gt00034,two blind men,calling,MAT20
gt00035a,large phylactery,scribe; Pharisee; prayer; box,EXO13; MAT23
gt00035b,large phylactery,scribe; Pharisee; prayer; box,EXO13; MAT23
gt00036,a white-washed tomb,grave; sepulchre,MAT23
gt00037,grinding the grain,powder; millstone,MAT24
gt00038,breaking bread,sacrament,MAT26
gt00039,Judas kisses Jesus,betrayl,MAT26
gt00040,Christ on the cross,crucified,MAT27
gt00041,The temple curtain is torn.,ripped,MAT27
gt00042,John Mark,evangelist; scroll; saint,MRK
gt00043,Jesus calls his disciples.,fishermen; fishing,MRK01
gt00044,The paralyzed man is lowered through the roof.,friends; faith; miracle,MRK02
gt00045,a tax collector,Levi; Matthew,MAT09; MRK02
gt00046,A farmer is sowing seeds.,birds,MRK04
gt00047,a mustard seed in a hand,faith,MRK04
gt00048,a mustard plant,branches; birds,MRK04
gt00049,Jesus calmed the storm.,windstorm; sea,MAT08; MRK04; LUK08
gt00050,Jesus healed Jairus' daughter.,asleep; dead,MRK05
gt00051,The men are walking two by two.,send; disciples,MRK06
gt00052,flat bread and fish,food; 5000; 4000,MRK06
gt00053,The dogs eat the crumbs under the table.,,MRK07
gt00054,loaves of bread and fish,feed; 5000; 4000,MRK08
gt00055,Jesus heals a blind man.,mud; sight; miracle,MRK08
gt00057,A rich young ruler comes to Jesus with questions.,wealth,MRK10
gt00058,a blind man,call; beg,MRK10
gt00059,coin,Caesar; silver; denarius,MRK12
gt00060,Jesus is arrested.,torches; spears; garden,MRK14
gt00061,"a whip, a flagellum",Roman; scourge,MRK15
gt00062,A priest is at the altar of incense.,sacrifice,LUK01
gt00063,Mary rides on a donkey led by Joseph.,Bethlehem,LUK02
gt00064,high priest,ephod; incense; turban,LUK03
gt00065,winnowing the grain,harvest,LUK03
gt00066,Jesus is baptised.,dove; John,MAT03; MRK01; LUK03; JHN01
gt00067,a blind leader,ditch,MAT15; LUK06
gt00068,A woman touches the fringe of Jesus' cloak.,bleeding; miracle; twelve,MAT09; MRK05; LUK08
gt00069,loaves and fish,feeding; 5000; 4000,LUK09
gt00070,"ox, plow, yoke",farming; farmer,LUK09
gt00071a,The good Samaritan tends the wounded man.,robbed; beaten,LUK10
gt00071b,The good Samaritan tends the wounded man.,robbed; beaten,LUK10
gt00072,three loaves,bread,LUK11
gt00073,a heavy burden,bundle; shoulders,LUK11
gt00074,Jesus heals on the Sabbath.,lady; stooped; disabled; crippled,LUK13
gt00075,a shepherd,sheep; lamb; staff,LUK15
gt00076,The woman searched for her lost coin.,lamp; swept; jugs; search; silver,LUK15
gt00077,The prodigal son returns to his father.,pardon; embrace; kiss,LUK15
gt00078,Lazarus begs,rich; gate; dogs,LUK16
gt00079,The persistent widow begs for justice.,insistent; pester,LUK18
gt00080,Zacchaeus climbs up into a tree so he can see Jesus.,sycamore; tax collector; short,LUK19
gt00081,cornerstone,foundation,LUK20
gt00082,cornerstone,foundation,LUK20
gt00083,a burning bush,Moses,LUK20
gt00084,The widow's mite is put in the temple offering.,coins; poverty,LUK21
gt00085,Jesus prays in Gethsemane.,agony,MAT26; MRK14; LUK22
gt00086,The soldiers mock Jesus and give him a crown of thorns.,beat; robe; Romans,MAT26; MRK14; LUK22; JHN18
gt00087,three crosses,crucifixion; criminals; Golgotha,MAT27; MRK15; LUK23; JHN19
gt00088,A stone is beside the opening of the tomb.,burial,MAT27; MRK15; LUK23; JHN19
gt00089,Two disciples and Jesus walk and talk on the road to Emmaus.,unrecognized,MRK16; LUK24
gt00090,a pair of sandals,footwear; leather,JHN01
gt00091,Jesus drives out the dishonest merchants from the temple.,sell; lamb; pigeons,JHN02
gt00092,Jesus talks with Nicodemus at night.,Pharisee; rabbi; rebirth,JHN03
gt00093a,Jesus meets the Samaritan woman at the well.,water; jug; thirst,JHN04
gt00093b,Jesus meets the Samaritan woman at the well.,water; jug; thirst,JHN04
gt00094,fish and barley loaves,lunch; bread,JHN06
gt00095,bread and fish,lunch; loaves,JHN06
gt00096,a blind man,sight,JHN09
gt00097,Lazarus is raised from the dead.,resurrection; friend,JHN11
gt00098,a diagram of a high priest,ephod; incense; turban,JHN11
gt00099,Jesus makes a triumphal entry into Jerusalem.,donkey; palms; hosanna,MAT21; MRK11; LUK19; JHN12
gt00100,Jesus is flogged.,stripes; beaten; whipped,MAT27; MRK15; LUK23; JHN19
gt00101,a crown of thorns,mock,MAT27; MRK15; LUK23; JHN19
gt00102,Water and blood came from Jesus' side.,spear; pierced,MAT27; MRK15; LUK23; JHN19
gt00103,Jesus' body is carried to the tomb for burial.,procession; Joseph,MAT27; MRK15; LUK23; JHN19
gt00104,Jesus cooks a meal for his disciples.,beach; fishing; resurrected,JHN21
gt00105,Jesus ascends into heaven.,clouds; witnesses,ACT01
gt00106,On the day of Pentecost tongues of fire appeared above the believers heads.,holy; Spirit; infilling,ACT02
gt00107,A healed man leaps. He praises God.,miracle; lame,ACT03
gt00108,Peter takes the hand of the lame man.,walk; miracle,ACT03
gt00109,Stephen is stoned to death.,martyr; killed,ACT07
gt00110,The Ethiopian Eunuch is baptized by Philip.,convert; chariot,ACT08
gt00111,Paul's conversion,blinded,ACT09
gt00112,a house with a flat roof,Cornelius,ACT10
gt00113,Peter has a vision of unclean animals.,Jew; food,ACT10
gt00114,Paul and Silas are in stocks.,prison; jail; praises,ACT16
gt00115,Paul's conversion,blinded; light,ACT26
gt00116,an anchor and a ship,,ACT27
gt00117,shipwreck: Paul and the passengers reach the shore.,prisoners; land; waves,ACT27
gt00118,viper,poisonous; snake,ROM03
gt00119,expecting,childbirth; pregnant,ROM08
gt00120,potter,creator; jug; clay,ROM09
gt00121,grafting,branches; dresser,ROM11
gt00122,a Roman soldier in his armor,breastplate; helmet; sword; shield,ROM13
gt00123,oxen tread the grain,harvest,1CO09
gt00124,finish a race,competition,1CO09
gt00125a,a trumpeter,announcement,1CO14
gt00125b,a trumpeter,announcement,REV09
gt00126,ripe heads of wheat,harvest,1CO15
gt00127,a Roman soldier in his armor,breastplate; helmet; sword; shield,EPH06
gt00128,a Roman officer,breastplate; helmet; sword; shield,1TH05
gt00129,Paul makes tents.,laborer,2TH03
gt00130,Paul dictates to a scribe.,scribe; shackle,2TH03
gt00131,widows,,1TI05
gt00132,elders,appointed,TIT01
gt00133,steering the ship,rudders,JAS03
gt00134,The people mourn.,weep; wail,JAS04
gt00135,Jesus is the Lamb of God.,crucificion; sacrifice; atonement,1PE01
gt00136,sacrificial lamb,atonement,1PE01
gt00137,older brother and his father,"darkness, hate, prodigal",1JN02
gt00138,a drought,fruitless; dead; waterless; clouds,JUD12
gt00139,the high priest,ephod; incense; turban,HEB02
gt00140,a two-edged sword,pierce; divide,HEB04
gt00141,the Palestine thistle,worthless,HEB06
gt00142,a ship anchor,hope,HEB06
gt00143,a tent tabernacle,altar; sacrifice,HEB08
gt00144,the holy place,priest; altar; lampstand; bread; ark,HEB09
gt00145,the ark of the covenant,cherubim,HEB09
gt00146,Samson pushes the stone to grind the grain.,prisoner; slave,HEB11
gt00147,Jesus knocks on the door.,hear; invitation,REV03
gt00148,an eagle in flight,,REV04
gt00149,a scroll with seven seals,write; revelation,REV05
gt00150,trumpets,seven,REV08
gt00151,prophets,witnesses,REV11
gt00152,the woman and the dragon,twelve stars; pregnant; seven heads,REV12
gt00153,pour out of a bowl,wrath,REV16
gt00154,bow down,worship,REV22
gt00155,Moses anoints Aaron.,priest; oil,LEV08
gt00156,Naaman washes in the Jordan.,leper; cleansed,2KI05
gt00157,The ark is carried by the Levites.,covenant; priests,1CH15
gt00158,David leads a victory procession.,triumph; parade,1CH15
gt00159,temptress,snare; seductive,ECC07
gt00160,Nehemiah and a sad cupbearer,Artaxerxes; queen,NEH02
gt00161,Rebekah wears a nose ring.,Aramean,GEN24; GEN25; GEN27
hk00002,a lost sheep,rocky; ledge; danger,MAT18; LUK15
hk00003,a good shepherd,sheep,HEB13
hk00009,a shepherd and his sheep,flocks,GEN04; 1SA16; PSA23; PSA79; PSA95; PSA100; EZK34
hk00019,A man plows with yoked oxen.,plowing; farmer,1KI19; ISA28; MAT11; LUK09; LUK17; ACT15; 1CO09; 2CO06; PHP04; 1TI06
hk00024,A crocodile comes up out of the water.,reptile,JOB03; JOB41
hk00029,a horse wears a bridle,,JAS03
hk00030,goat,ibex,
hk00031,a deer drinking from a stream,thirst,GEN49; PSA42; SNG02; SNG08
hk00033,a young donkey,ass; colt,GEN22; NUM22; ZEC09; MAT21; MRK11; LUK19; JHN12
hk00036,a street scene with camels and a gate tower,,MAT19; MRK10; LUK18
hk00037,a caravan of camels,mountains; travel; cargo,GEN24; GEN31
hk00038,A man leads loaded camels.,cargo,GEN12; EXO09; LEV11; MAT19; MAT23; MRK10; LUK18
hk00041,A loaded camel and a merchant go through the city gate.,cargo,MAT19; MRK10; LUK18
hk00046,male lion,,GEN49; JDG14; 1PE05; REV04
hk00054,bees,honey,EXO03; 1SA14; MAT03; MRK01
hk00055,a rock badger,coney; rock hyrax,LEV11
hk00057,a branch of blossoms,flower; apple,
hk00060,"onions, leek, and garlic",,NUM11
hk00064,a dove in flight,bird,GEN08; PSA55; SNG02; MAT03; MRK01; LUK03; JHN01
hk00065,quail,bird,EXO16; PSA105
hk00070,sparrows,bird,MAT10; LUK12
hk00072,birds in flight,,GEN01
hk00076,osprey,bird; eagle; vulture,LEV11; DEU14; DEU32
hk00077,An eagle descends on its nest with prey in talons.,bird; food,LEV11; DEU14; JOB09; JOB39; PSA103
hk00078,a night hawk,bird; cuckoo,LEV11; DEU14
hk00079,seagulls,birds,
hk00080,a peacock,bird,
hk00081,birds eating seed,,MAT06; MAT10; MAT13; MRK04; LUK08; LUK12
hk00082,hoopoe and some bats,bird; lapwing,LEV11; DEU14
hk00083,swallows,birds,PRO26; HOS09
hk00084,vultures and other unclean birds,bird; eagle; osprey,LEV11
hk00088,figs on a branch,fruit,GEN03; JER24
hk00089,pomegranates on a branch,fruit,MAT07; MAT12; LUK06; LUK06
hk00093,a branch of figs,sycamore,1KI10; 1CH27; 2CH01; ISA09; AMO07
hk00095,a farmer with a sickle,harvest,EXO20; MAT09; MRK04; LUK10
hk00096,a farmer with his oxen thresh the grain,yoke,2SA24; ISA41; 1CO09; 1TI05
hk00097,a farmer winnows the harvest,grain,JDG06; MAT03; LUK03
hk00099,heads of wheat,grain; ripe,JHN12; 1CO15
hk00100,grain sheaves,field; harvest,GEN08; GEN37; EXO34; LEV23; LEV23; RUT02; MAT09; MAT13; LUK10; JHN04; JHN12
hk00105,vineyard watchtower,,ISA05; MAT21; MRK12; LUK20
hk00108,vineyard entrance,grape; vine,MAT20
hk00109,grapes on a vine branch,fruit,MAT07; LUK06
hk00110,grapes on a vine,branch,JHN15
hk00111,grapes on a vine branch,fruit,MAT07; LUK06
hk00112,grape vine on a trellis,branch; vine,JHN15
hk00113,reeds,bushes,MAT11; MAT12; LUK07
hk00114,hyssop,,EXO12; LEV14; NUM19; 1KI04; PSA51; JHN19; HEB09
hk00115,a branch of frankincense,,SNG03; SNG04; MAT02
hk00117,ointment jars and spikenard,muskroot; oil,MAT26; MRK14; JHN12
hk00118,a bush that produces myrrh,incense; sap,SNG03; SNG04; MAT02; MRK15; JHN19
hk00122,briers,weed; thorns,GEN03; MAT07; MAT13; MRK04; LUK06; LUK08; HEB06
hk00126,plumbline,builder,2CH03; ISA28; AMO07
hk00127,a team of oxen pulling a cart of cut logs,tree; lumber,JOS09; 2CH02; ISA44
hk00128,a carpenter's workshop,carpentry,MAT01; MAT02; MAT13; MRK06; LUK02; LUK02; LUK02
hk00129,men carry stones,builders; boulders,
hk00132,a well in the city of Nazareth,water,GEN24; EXO02
hk00137,a well and a jar,,
hk00139,a pot in the potter's hands,clay,ISA29; ISA45; ISA64
hk00140,a pot being formed on the wheel,hand; create,JER18
hk00141,pots made of clay,dishes,
hk00142,jars made of alabaster,perfume,MAT26; MRK14; LUK07; JHN12
hk00143,brass vessels and clay pots,dishes,1KI10; 2CH09; MRK07; ROM09
hk00144,treasures,jewelry; vessel,2KI24; 2CH36; MAT06; MRK10; LUK12
hk00146,mill stones,,DEU24; MAT18; MRK09; LUK17
hk00149,oil lamps,empty; clay,
hk00150,a scroll,,DEU17; DEU31; 2KI22; 2CH34; LUK04
hk00151,a lamp at night,light,PSA119; MAT04; LUK15; JHN01; JHN03; JHN12; JHN12; EPH05; 1JN01
hk00152,a lamp on a pot,light,MAT05; MRK04; LUK08; LUK11
hk00153,"scrolls, a pen and ink",write,EXO17; EXO24; 1SA10; EST01; DAN06; 2TI04
hk00155,a lunch of loaves and fish,loaf; five; two,MAT14; MRK06; LUK09; JHN06
hk00156,a set of scales,weight; measure,LEV19
hk00159,a ring on a hand,jewelry,GEN41; EST03; EST08; JER22; DAN06; LUK15
hk00163,coins,money; Jewish; Roman,MAT18; MAT25; LUK19; ACT04; ACT05
hk00164,Jewish shekels,money; half-shekel,EXO30; 2KI07; MAT10; MAT17; MRK06; LUK09
hk00165,a copper coin,money; farthing,MAT10; LUK12
hk00166,the front and back of a silver Roman denarius,money,MAT20; MAT22; MRK12; LUK10; LUK15; LUK20
hk00167,the front and back of a Jewish mite,money,MRK12; LUK21
hk00168,the front and back of a talent,money,MAT18; MAT25
hk00169,vendors and merchants at a market,food; sellers,MAT13
hk00170,"money bags, a scroll, a pen and an ink well",purse,MAT28; ACT05; 1TI06
hk00172,a merchant and a customer,wares,JAS04
hk00188,musical instruments,cornet; horn; mourn; ram's horn; shofar,LEV25; JOS06; 1KI01; 1KI01; 2KI09; 1CH15; 2CH15; PSA47
hk00190,a man blows the trumpet,mourn; musical instrument,NUM10; JOS06
hk00191,horses and chariots in battle,war; soldier,EXO14; DEU11; DEU20; JOS11; 2SA15; 1KI10; 1KI20; 2KI06; PSA20; ISA31; ISA43; JER46; EZK26; EZK38; NAM03
hk00192,archers with their bows,arrow; soldier,1SA31; 1CH10
hk00193,a Roman centurion,armor; soldier,MAT08; MAT27; MRK15; LUK07; LUK23; ACT10
hk00194,Old Testament soldier,javelin; shield; spear,1KI14; 2KI11; 2CH12; 2CH23
hk00195,a street in Jerusalem,soldier,JHN12
hk00197,Roman soldiers in armor,centurion; javelin; shield; spear,MAT27; MRK15; JHN19
hk00199,weapons,arrow; bow; javelin; shield; spear,
hk00200,a spear in flight,javelin; weapon,NUM25; JOS08; 1SA18; 1SA19; JHN19
hk00203,prison chains,shackles,GEN39; ACT12; ACT20; HEB11
hk00204,prison chains,fetters,GEN39; ACT12; ACT20; HEB11
hk00205,fish,,GEN01; LEV11
hk00206,a net for fishing,boat; fisherman,MAT04; MRK01; LUK05
hk00207,fishermen pull up the net,boat,LUK05; JHN21
hk00208,fishermen in a boat,net,MAT04; MRK01; LUK05
hk00214,a ship and traders at the port,cargo,
hk00215,a ship at sea,rudder,DEU28; 1KI10; 2CH09; JON01; ACT20; ACT21; ACT28; JAS03
hk00216,a ship at sea,rudder,DEU28; 1KI10; 2CH09; JON01; ACT20; ACT21; ACT28; JAS03
hk00220,a camp with an altar and a well,travel; settle,GEN13; GEN18; GEN26; EXO13; EXO16; EXO19
hk00221,a camp beside a stream with palm trees,travel; settle,GEN13; GEN18; GEN26; EXO13; EXO16; EXO19
hk00222,ship,,
hk00223,a camp by some mountains,travel; settle,GEN13; GEN18; GEN26; EXO13; EXO16; EXO19
hk00224,the entrance to Babylon,gate way,2CH36; DAN04
hk00225,buildings and the people in Nineveh,,JON03; MAT12; LUK11
hk00226,the palace of Susa,Darius,NEH01; EST01
hk00227,a soldier on guard at night,watch man,2SA18; 2KI09
hk00228,a watchman on guard in the day,city,2SA18; 2KI09
hk00229,the doorway of a house,entrance,
hk00230,house door posts and the lintel,door; entrance,EXO12; EXO12
hk00232,houses in a city,buildings,GEN24; ISA65; EZK33; MAT10; MRK06; LUK09; LUK10
hk00233,roofs of a city,house top; roof; eastern,GEN24; JOS02; 1SA09; ISA65; JER19; JER32; EZK33; MAT10; MAT10; MAT24; MRK06; LUK09; LUK10; LUK12; LUK17; ACT10
hk00236,a street in Jerusalem and buttresses,walkway,JER05; JHN19
hk00237,a street in Greece,street; temple,1CO1
hk00238,a gate and a street in a city,citizens; wall,1CO1
hk00239,store room,courtyard,MAT13
hk00240,a street scene of shops and the crowd,merchants; market,MAT20; JAS04
hk00241,a city gate with merchants and a centurion,gateway; arch,
hk00242,Roman street scene,temples,ACT28; ROM1
hk00243,town,buildings,
hk00245,the temple of Solomon,sketch,2KI23; 2CH03
hk00251,a stone altar,flat; daylight,GEN08; GEN12; GEN13; GEN13; GEN26; GEN33; GEN35; EXO17
hk00252,men building a rough cut stone altar,builders,GEN08; GEN12; GEN13; GEN26; GEN33; GEN35; EXO17; EXO20; JOS08; JOS22; JDG06; 1SA07; 1SA14; 2SA24; 1CH21; EZR03
hk00256,an offering on the altar in the tabernacle,sacrifice,EXO27; EXO35; EXO38; EXO40; LEV01; LEV04; LEV16; DEU12; 1CH06; 1CH16; PSA51; HEB07
hk00257,"an altar, a candlestick, the table of presence",lampstand; incense,
hk00258,the table of the presence,bread,
hk00260,a high priest at the incense altar,temple,EXO30; EXO31; EXO31; EXO35; EXO35; EXO37; EXO40; LEV16; 1CH06
hk00261,high priest's turban and a breast piece,mitre,EXO28; EXO28; EXO39; EXO39; LEV08
hk00262,a man in front of the veil in the temple,,EXO26; PSA63
hk00264,a seven-branch candle stick,lampstand,EXO25; EXO37; LEV24; NUM08
hk00267,a high priest with a censer,ephod; turban; garments,EXO28; LEV16; NUM16; MAT08; LUK01; LUK10; HEB09; HEB10
hk00268,a censer,fire pan; burning; incense,LEV10; LEV16; NUM16; 2CH26; EZK08; REV08
hk00272,hands together in prayer,,MAT06; LUK11
hk00273,a priest holds a bowl for blood,offering; sacrifice,EXO24; LEV01; LEV04; LEV09
hk00274,phylactery,men; prayer,DEU06; MAT23
hk00275,a priest and a Levite,,2CH13; JHN01
hk00281,musicians and builders,Levite; mourn; priest,EZR03
hk00282,a man reads a scroll in a library,teacher,2KI22; MAT08; MAT09; MAT13; MAT15; MAT22; MRK02; MRK07; MRK07; MRK12; LUK05; LUK10; 1CO01
hk00285,Egyptian gods,idolatry,
hk00286,Artemis of Ephesians,Diana; goddess,ACT19
hk00287,a man climbs a rock cliff,climber,1SA14; ISA14
hk00288,a hand writes on the wall,Darius; party,DAN05
hk00289,a man mourns on the ruins,weep,GEN38; 2SA13; NEH01; DAN10; ZEC12; MAT05; JAS04
hk00290,Job and his comforters,mourn; weep,JOB02; JOB16; JOB19; LAM02; AMO08; ROM12
hk00292,a man reads from a scroll on a lectern,crowd; priest,ACT06
hk00297,a crowd on a hillside,listeners; teach,MAT04; MAT05
hk00298,men with grim faces,sad; stern,MAT13; MAT22; MRK04; LUK05; LUK09; LUK13; ACT23
hk00322,a hand pierced by a nail on the cross,Jesus,MAT27; MRK15; LUK23; JHN19; PHP02; COL01
hk00323,The crosses are seen outside town.,crucifixion,JHN19
hk00325,The crosses are seen through a gateway.,crucifixion; gate,JHN19
hk00326,Three crosses are on a hill outside the city wall.,crucifixion,JHN19
hk00332,Paul is lowered in a basket outside the wall.,escape,ACT09; 2CO11
hk00334,stocks,,
hk00338,an early concept of the universe,sheol; heaven; earth,GEN01; GEN08; PSA08
hk00339,"stream, pasture, trees",nature,PSA23
hk00340,the Sea of Galilee,lake; shore,MAT04; MAT14; MAT14; MAT15; MRK01; MRK06; MRK06; MRK07; LUK05; JHN06; JHN06
hk00341,a cliff at Gadara also called Gergasene,sea; Gadarene,MAT08; MRK05; LUK08
hk00342,the Dead Sea,lake; salt; Arabah,GEN14; JOS03
hk00343,milestone for Kiriath Jearim: Jerusalem,,2CH01
hk00344,"rocks, stones and soil",desert; wilderness,MAT04; LUK04; ROM09; 1PE02
hk00345,mountain peaks,landscape,MAT04; MAT17; MRK09; LUK04
hk00346,"mountains, wilderness and a traveler",camel; desert,GEN21; GEN21; EXO03; EXO07; EXO08; PSA78; PSA107; MAT03; MAT04; MAT11; MRK01; MRK01; LUK03; LUK04; LUK07; JHN01; ACT07; HEB03; HEB03
hk00347,mountains and a river valley,landscape,
hk00349,Mount Ebal and Mount Gerizim,mountain,DEU11; DEU27; JOS08
hk00350,Mount Carmel,palms; sea; mountain,1KI18
hk00351,Mount of Olives,Galilee; Gethsemane; Mount Ebal; mountain; olive; temple,ZEC14; MAT21; MAT24; MAT26; MAT26; MRK11; MRK13; MRK14; MRK14; LUK19; LUK21; LUK22; JHN08
hk00353,trees on the Mount of Olives,Mount Ebal; olive,MAT21; MAT24; MAT26; MRK11; MRK13; MRK14; LUK19; LUK22
hk00355,Areopagus Athens,Areopagus; Athens; council; Mars' hill,ACT17
hk00356,town and trees in Israel,city,MAT02
hk00357,a town beside the Sea of Galilee,city,MAT04; MRK01; LUK04
hk00358,a town in Judea,city,LUK01
hk00359,the town of Hebron,city,GEN49; GEN50; NUM13; JOS10; JOS14; 2SA02; 2SA05
hk00363,the town of Philippi,city,PHP01
hk00364,the town of Bethel,city,GEN35
hk00365,the town of Antioch in Syria,altar; stone,ACT11
hk00366,the town of Nazareth at dawn,morning,MAT02; LUK01; LUK02
hk00367,the town of Bethany,city,JHN11
hk00368,the town of Capernaum,city,MAT04; MAT08; MRK01; LUK07; JHN02; JHN06
hk00369,the port of Fair Havens in Crete,boat; harbor; ship,ACT27
hk00370,the town of Joppa by the sea,city; port,JON01; ACT09
hk00371,the port of Thessalonica,boat; harbor; ship; town,ACT17; 1TH01
hk00372,the port of Sidon,boat; harbor; ship; town,ACT27
hk00373,the port of Patmos,boat; harbor; ship,REV01
hk00374,the port of Tyre,boat; harbor; ship,ACT21
hk00375,the city of Damascus,town; wall,ACT09
hk00376,the town of Kiriath Jearim,,1SA06
hk00377,the city of Jerusalem,town,
hk00379,the city of Jerusalem,town,
ib04101,Gabriel tells Mary that she will give birth to the son of God.,Jesus; favor; virgin; conceive; angel,LUK01
ib04102,Jesus is born.,Bethlehem; birth; cow; donkey; manger; swaddling,LUK02
ib04103,Angels tell shepherds that the Savior has been born.,flock; birth; Jesus; fields; sheep,LUK02
ib04104,Wise men travel to find the king who has been born.,birth; Jesus; camels; Magi; star; scholars,MAT02
ib04105,Joseph and Mary take the baby Jesus and travel to Egypt.,birth; parents; donkey; Egypt; child,MAT02
ib04106,Jesus talks with the teachers in the temple,Jerusalem; twelve; passover,LUK02
ib04107,John baptizes Jesus.,baptism; dove; Spirit,MAT03; MRK01; LUK03; JHN01
ib04108,Satan tempts Jesus.,temple; pinnacle; hungry; devil,MAT04; MRK01;LUK04
ib04109,Jesus reads the scriptures to the people in the synagogue.,gospel; scroll; Sabbath,LUK04; MAT04; MRK06
ib04110,Jesus calls two fishermen to follow him.,morning; Galilee; Simon; Andrew; Peter,MAT04; MRK01; LUK05; JHN01
ib04111,Jesus talks with Nicodemus.,Rabbi; Pharisee; night; rooftop; eternal; life,JHN03
ib04112,Jesus preaches to the people on the mountain.,sermon; blessed,MAT05-7
ib04113,Jesus talks with a Roman centurion.,servant; heal,MAT08; LUK07
ib04114,A widow gives money in the temple.,Jesus; coins; copper; treasury,MRK12; LUK21
ib04115,Jesus talks with Moses and Elijah. The appearance of Jesus is changed. The glory of Jesus is revealed.,James; Peter; John; transfiguration,MAT17; MRK09; LUK09
ib04116,Jesus blesses the children.,adults; bless; baby; mother; kingdom,MAT19; MRK10; LUK18
ib04117,The rich young man goes away sad.,Jesus; wealthy; ruler; sorrow,MAT19; MRK10; LUK18
ib04118,Jesus drives the traders out of the temple.,tables; robbers; money; merchandise,MAT21; Mark11; Luke19; JHN02
ib04119,Martha serves food to Jesus and his disciples.,Mary; hostess; meal,LUK10
